reference,customer_name,status
TV-27776,Summit Textiles,in_transit
TV-27777,Stonebridge Components Pty Ltd,picked_up
TV-27778,Coastal Chemicals,failed
TV-27779,Eastlink Electronics,created
TV-27780,Sunrise Supplies,in_transit
TV-27781,Ironbark Foods,picked_up
TV-27782,Kingsway Grocers Pty Ltd,created
TV-27783,Lakeside Trading Group,in_transit
TV-27784,Fairwind Pharma Co,in_transit
TV-27785,Fairwind Packaging,delivered
TV-27786,Blackwood Supplies Holdings,picked_up
TV-27787,Lakeside Logistics Pty Ltd,delivered
TV-27788,Lakeside Hardware,delivered
TV-27789,Baywater Logistics Group,picked_up
TV-27790,Blackwood Pharma Pty Ltd,picked_up
TV-27791,Silverline Electronics,delivered
TV-27792,Riverside Motors Pty Ltd,failed
TV-27793,Eastlink Chemicals Group,picked_up
TV-27794,Riverside Freight,in_transit
TV-27795,Westgate Logistics,picked_up
TV-27796,Northern Freight,delivered
TV-27797,Highfield Distribution,delivered
TV-27798,Fairwind Logistics Holdings,delivered
TV-27799,Redgum Components Group,created
TV-27800,Sunrise Packaging,in_transit
TV-27801,Lakeside Trading,created
TV-27802,Riverside Motors Co,created
TV-27803,Redgum Logistics Co,picked_up
TV-27804,Silverline Foods Group,in_transit
TV-27805,Redgum Packaging,in_transit
TV-27806,Summit Retail,delivered
TV-27807,Summit Supplies Pty Ltd,created
TV-27808,Eastlink Freight Pty Ltd,delivered
TV-27809,Coastal Electronics,delivered
TV-27810,Golden Electronics,in_transit
TV-27811,Summit Apparel,created
TV-27812,Lakeside Freight Group,picked_up
TV-27813,Eastlink Pharma Group,in_transit
TV-27814,Westgate Grocers,created
TV-27815,Eastlink Pharma,delivered
TV-27816,Summit Wholesale Co,in_transit
TV-27817,Golden Packaging Holdings,created
TV-27818,Fairwind Apparel Group,delivered
TV-27819,Parkview Hardware Holdings,in_transit
TV-27820,Coastal Trading,delivered
TV-27821,Kingsway Packaging,created
TV-27822,Highfield Textiles Group,in_transit
TV-27823,Lakeside Packaging,created
TV-27824,Baywater Beverages,picked_up
TV-27825,Silverline Components Pty Ltd,picked_up
TV-27826,Coastal Industrial,created
TV-27827,Baywater Trading Pty Ltd,delivered
TV-27828,Northern Freight Co,picked_up
TV-27829,Blackwood Components,created
TV-27830,Redgum Grocers,picked_up
TV-27831,Westgate Trading Pty Ltd,in_transit
TV-27832,Lakeside Textiles,delivered
TV-27833,Highfield Distribution Pty Ltd,picked_up
TV-27834,Coastal Distribution,delivered
TV-27835,Blackwood Apparel,in_transit
TV-27836,Coastal Logistics Holdings,delivered
TV-27837,Riverside Textiles Co,delivered
TV-27838,Fairwind Distribution,delivered
TV-27839,Blackwood Beverages Co,in_transit
TV-27840,Parkview Retail Co,in_transit
TV-27841,Ironbark Logistics,failed
TV-27842,Golden Industrial,in_transit
TV-27843,Riverside Apparel Holdings,in_transit
TV-27844,Sunrise Packaging,delivered
TV-27845,Lakeside Industrial,picked_up
TV-27846,Baywater Wholesale Group,delivered
TV-27847,Eastlink Electronics,picked_up
TV-27848,Lakeside Electronics Pty Ltd,created
TV-27849,Highfield Wholesale,created
TV-27850,Highfield Pharma,created
TV-27851,Sunrise Logistics Group,in_transit
TV-27852,Ironbark Industrial Holdings,picked_up
TV-27853,Silverline Trading,delivered
TV-27854,Highfield Industrial Holdings,created
TV-27855,Northern Foods Co,in_transit
TV-27856,Stonebridge Components Group,picked_up
TV-27857,Lakeside Freight,in_transit
TV-27858,Summit Retail,created
TV-27859,Coastal Pharma Pty Ltd,created
TV-27860,Fairwind Electronics Co,picked_up
TV-27861,Ironbark Industrial,delivered
TV-27862,Ironbark Chemicals,created
TV-27863,Eastlink Wholesale,created
TV-27864,Silverline Logistics,failed
TV-27865,Eastlink Packaging Co,created
TV-27866,Blackwood Pharma Co,delivered
TV-27867,Northern Supplies Co,created
TV-27868,Ironbark Apparel Pty Ltd,delivered
TV-27869,Riverside Hardware,in_transit
TV-27870,Kingsway Hardware Co,created
TV-27871,Blackwood Components,delivered
TV-27872,Baywater Logistics Holdings,in_transit
TV-27873,Westgate Foods Group,in_transit
TV-27874,Riverside Freight Pty Ltd,picked_up
TV-27875,Riverside Packaging,picked_up
TV-27876,Lakeside Apparel Group,failed
TV-27877,Stonebridge Pharma Holdings,picked_up
TV-27878,Fairwind Electronics Co,created
TV-27879,Kingsway Packaging,created
TV-27880,Stonebridge Grocers Pty Ltd,delivered
TV-27881,Riverside Grocers Group,created
TV-27882,Baywater Electronics,picked_up
TV-27883,Silverline Freight Group,delivered
TV-27884,Baywater Chemicals Pty Ltd,in_transit
TV-27885,Fairwind Motors Co,in_transit
TV-27886,Riverside Supplies,in_transit
TV-27887,Coastal Industrial Group,in_transit
TV-27888,Stonebridge Motors,in_transit
TV-27889,Baywater Components,in_transit
TV-27890,Ironbark Supplies Pty Ltd,created
TV-27891,Fairwind Supplies,picked_up
TV-27892,Harbour Logistics Group,picked_up
TV-27893,Harbour Beverages,created
TV-27894,Redgum Beverages,created
TV-27895,Sunrise Components Pty Ltd,delivered
TV-27896,Harbour Distribution,delivered
TV-27897,Fairwind Foods,delivered
TV-27898,Coastal Industrial,created
TV-27899,Baywater Supplies Group,delivered
TV-27900,Summit Apparel Co,in_transit
TV-27901,Summit Logistics Pty Ltd,in_transit
TV-27902,Lakeside Wholesale Pty Ltd,created
TV-27903,Blackwood Logistics Pty Ltd,in_transit
TV-27904,Fairwind Components,delivered
TV-27905,Fairwind Electronics Pty Ltd,delivered
TV-27906,Fairwind Industrial Pty Ltd,picked_up
TV-27907,Sunrise Freight Holdings,in_transit
TV-27908,Golden Supplies Holdings,in_transit
TV-27909,Stonebridge Retail,in_transit
TV-27910,Parkview Electronics Holdings,in_transit
TV-27911,Sunrise Wholesale Holdings,in_transit
TV-27912,Baywater Foods,in_transit
TV-27913,Redgum Grocers,in_transit
TV-27914,Highfield Pharma,delivered
TV-27915,Kingsway Wholesale,delivered
TV-27916,Fairwind Logistics,in_transit
TV-27917,Eastlink Textiles Holdings,created
TV-27918,Lakeside Packaging Holdings,picked_up
TV-27919,Sunrise Supplies Holdings,created
TV-27920,Parkview Packaging,delivered
TV-27921,Stonebridge Components,in_transit
TV-27922,Baywater Apparel Group,delivered
TV-27923,Riverside Trading Group,created
TV-27924,Redgum Supplies Holdings,in_transit
TV-27925,Ironbark Motors,created
TV-27926,Coastal Packaging Group,delivered
TV-27927,Lakeside Apparel,in_transit
TV-27928,Ironbark Industrial Co,delivered
TV-27929,Ironbark Trading Holdings,in_transit
TV-27930,Blackwood Beverages Co,delivered
TV-27931,Coastal Beverages,created
TV-27932,Riverside Beverages Pty Ltd,delivered
TV-27933,Northern Foods,delivered
TV-27934,Kingsway Hardware,in_transit
TV-27935,Harbour Foods Holdings,in_transit
TV-27936,Golden Motors,in_transit
TV-27937,Redgum Apparel,picked_up
TV-27938,Sunrise Trading,delivered
TV-27939,Sunrise Textiles Pty Ltd,in_transit
TV-27940,Eastlink Hardware,delivered
TV-27941,Riverside Components,delivered
TV-27942,Riverside Pharma,in_transit
TV-27943,Summit Packaging,delivered
TV-27944,Harbour Chemicals,failed
TV-27945,Kingsway Retail,created
TV-27946,Baywater Logistics Pty Ltd,delivered
TV-27947,Westgate Beverages Pty Ltd,in_transit
TV-27948,Summit Freight Co,delivered
TV-27949,Parkview Supplies,failed
TV-27950,Parkview Chemicals,delivered
TV-27951,Riverside Trading Holdings,delivered
TV-27952,Coastal Beverages Group,delivered
TV-27953,Stonebridge Logistics,delivered
TV-27954,Baywater Chemicals Holdings,in_transit
TV-27955,Eastlink Wholesale,delivered
TV-27956,Riverside Motors,failed
TV-27957,Redgum Apparel,in_transit
TV-27958,Summit Grocers Group,in_transit
TV-27959,Baywater Motors,picked_up
TV-27960,Ironbark Components,in_transit
TV-27961,Highfield Components Co,delivered
TV-27962,Baywater Apparel,in_transit
TV-27963,Blackwood Chemicals,created
TV-27964,Kingsway Trading,created
TV-27965,Coastal Distribution Holdings,created
TV-27966,Kingsway Retail,created
TV-27967,Northern Pharma Group,delivered
TV-27968,Stonebridge Trading,failed
TV-27969,Golden Motors Group,picked_up
TV-27970,Summit Chemicals,in_transit
TV-27971,Fairwind Retail Group,created
TV-27972,Westgate Motors,failed
TV-27973,Ironbark Apparel,in_transit
TV-27974,Sunrise Foods Holdings,created
TV-27975,Golden Grocers Co,delivered
TV-27976,Westgate Textiles Holdings,delivered
TV-27977,Lakeside Pharma Pty Ltd,delivered
TV-27978,Northern Hardware,created
TV-27979,Harbour Motors Holdings,picked_up
TV-27980,Highfield Textiles Holdings,created
TV-27981,Summit Chemicals,delivered
TV-27982,Highfield Supplies,delivered
TV-27983,Northern Freight,picked_up
TV-27984,Parkview Foods,in_transit
TV-27985,Fairwind Motors,in_transit
TV-27986,Blackwood Chemicals Pty Ltd,created
TV-27987,Highfield Distribution,created
TV-27988,Coastal Textiles,delivered
TV-27989,Riverside Industrial,in_transit
TV-27990,Golden Beverages Group,in_transit
TV-27991,Highfield Logistics,delivered
TV-27992,Parkview Components,delivered
TV-27993,Highfield Electronics,in_transit
TV-27994,Sunrise Pharma,in_transit
TV-27995,Eastlink Electronics,created
TV-27996,Ironbark Components Pty Ltd,picked_up
TV-27997,Fairwind Freight,created
TV-27998,Northern Foods,in_transit
TV-27999,Stonebridge Pharma,delivered
TV-28000,Coastal Freight,created
TV-28001,Sunrise Electronics Group,created
TV-28002,Silverline Foods Co,in_transit
TV-28003,Sunrise Retail,created
TV-28004,Stonebridge Electronics,created
TV-28005,Westgate Distribution Pty Ltd,in_transit
TV-28006,Stonebridge Apparel Group,delivered
TV-28007,Westgate Grocers Group,created
TV-28008,Silverline Retail Group,created
TV-28009,Harbour Freight Holdings,delivered
TV-28010,Northern Components,delivered
TV-28011,Riverside Electronics Holdings,picked_up
TV-28012,Ironbark Trading,failed
TV-28013,Blackwood Trading,picked_up
TV-28014,Parkview Wholesale Group,picked_up
TV-28015,Eastlink Pharma,picked_up
TV-28016,Stonebridge Pharma Co,created
TV-28017,Stonebridge Electronics Co,delivered
TV-28018,Kingsway Logistics,picked_up
TV-28019,Westgate Apparel,created
TV-28020,Stonebridge Wholesale Holdings,created
TV-28021,Riverside Pharma,in_transit
TV-28022,Baywater Grocers,in_transit
TV-28023,Kingsway Foods,picked_up
TV-28024,Silverline Beverages Pty Ltd,in_transit
TV-28025,Ironbark Motors,failed
TV-28026,Fairwind Components Co,failed
TV-28027,Blackwood Freight,picked_up
TV-28028,Sunrise Pharma Group,in_transit
TV-28029,Coastal Pharma,picked_up
TV-28030,Westgate Wholesale,in_transit
TV-28031,Riverside Freight Co,picked_up
TV-28032,Lakeside Components,in_transit
TV-28033,Highfield Chemicals Pty Ltd,in_transit
TV-28034,Golden Supplies,in_transit
TV-28035,Kingsway Textiles,in_transit
TV-28036,Golden Pharma,created
TV-28037,Sunrise Wholesale,delivered
TV-28038,Eastlink Chemicals Pty Ltd,failed
TV-28039,Lakeside Components,failed
TV-28040,Fairwind Grocers,in_transit
TV-28041,Blackwood Components,delivered
TV-28042,Blackwood Distribution Co,in_transit
TV-28043,Northern Motors Group,in_transit
TV-28044,Coastal Trading Holdings,picked_up
TV-28045,Blackwood Foods,delivered
TV-28046,Eastlink Pharma,created
TV-28047,Riverside Hardware,delivered
TV-28048,Fairwind Beverages,picked_up
TV-28049,Blackwood Hardware Group,delivered
TV-28050,Ironbark Logistics Holdings,in_transit
TV-28051,Kingsway Industrial Pty Ltd,created
TV-28052,Redgum Industrial,delivered
TV-28053,Stonebridge Distribution,in_transit
TV-28054,Eastlink Apparel,failed
TV-28055,Westgate Retail,created
TV-28056,Blackwood Grocers,created
TV-28057,Eastlink Components,created
TV-28058,Riverside Components Holdings,delivered
TV-28059,Golden Pharma Holdings,delivered
TV-28060,Lakeside Beverages Pty Ltd,failed
TV-28061,Harbour Textiles Holdings,in_transit
TV-28062,Eastlink Freight Co,failed
TV-28063,Golden Chemicals,in_transit
TV-28064,Harbour Foods,failed
TV-28065,Golden Beverages,delivered
TV-28066,Parkview Retail,created
TV-28067,Parkview Freight,delivered
TV-28068,Riverside Textiles,delivered
TV-28069,Coastal Apparel,delivered
TV-28070,Riverside Pharma,picked_up
TV-28071,Baywater Hardware,delivered
TV-28072,Harbour Supplies Holdings,delivered
TV-28073,Summit Textiles Co,picked_up
TV-28074,Silverline Textiles Pty Ltd,delivered
TV-28075,Northern Apparel Pty Ltd,delivered
TV-28076,Kingsway Apparel Group,created
TV-28077,Ironbark Motors Co,failed
TV-28078,Coastal Distribution Holdings,created
TV-28079,Coastal Motors Holdings,in_transit
TV-28080,Baywater Grocers Group,failed
TV-28081,Northern Industrial Co,in_transit
TV-28082,Sunrise Hardware Group,in_transit
TV-28083,Golden Freight Co,in_transit
TV-28084,Harbour Packaging,delivered
TV-28085,Sunrise Packaging Pty Ltd,in_transit
TV-28086,Baywater Components,in_transit
TV-28087,Sunrise Beverages Group,delivered
TV-28088,Golden Beverages Group,in_transit
TV-28089,Eastlink Grocers,in_transit
TV-28090,Coastal Supplies Pty Ltd,delivered
TV-28091,Coastal Trading Group,created
TV-28092,Sunrise Pharma Group,in_transit
TV-28093,Eastlink Components Co,picked_up
TV-28094,Eastlink Logistics,in_transit
TV-28095,Sunrise Distribution Pty Ltd,delivered
TV-28096,Highfield Packaging Co,created
TV-28097,Eastlink Wholesale,in_transit
TV-28098,Silverline Beverages,delivered
TV-28099,Lakeside Grocers,in_transit
TV-28100,Harbour Beverages Pty Ltd,delivered
TV-28101,Baywater Pharma,created
TV-28102,Silverline Retail,delivered
TV-28103,Kingsway Supplies,picked_up
TV-28104,Ironbark Distribution,created
TV-28105,Golden Industrial,delivered
TV-28106,Ironbark Chemicals,in_transit
TV-28107,Redgum Motors,in_transit
TV-28108,Lakeside Chemicals,created
TV-28109,Ironbark Components Co,delivered
TV-28110,Kingsway Beverages,in_transit
TV-28111,Silverline Chemicals Group,created
TV-28112,Westgate Industrial,created
TV-28113,Highfield Foods Group,delivered
TV-28114,Westgate Distribution,picked_up
TV-28115,Coastal Apparel Pty Ltd,in_transit
TV-28116,Coastal Logistics,in_transit
TV-28117,Blackwood Apparel,created
TV-28118,Harbour Freight,delivered
TV-28119,Eastlink Industrial,delivered
TV-28120,Silverline Hardware Co,failed
TV-28121,Silverline Retail,delivered
TV-28122,Sunrise Apparel Co,created
TV-28123,Golden Industrial,delivered
TV-28124,Westgate Trading Pty Ltd,created
TV-28125,Blackwood Wholesale,delivered
TV-28126,Parkview Grocers,created
TV-28127,Sunrise Chemicals,created
TV-28128,Redgum Hardware,in_transit
TV-28129,Stonebridge Hardware,created
TV-28130,Northern Foods Co,created
TV-28131,Summit Foods Co,created
TV-28132,Riverside Pharma,delivered
TV-28133,Redgum Wholesale Pty Ltd,delivered
TV-28134,Highfield Textiles Co,delivered
TV-28135,Stonebridge Pharma,delivered
TV-28136,Ironbark Retail Holdings,in_transit
TV-28137,Riverside Logistics Co,picked_up
TV-28138,Ironbark Packaging,delivered
TV-28139,Harbour Chemicals Group,created
TV-28140,Blackwood Distribution,in_transit
TV-28141,Eastlink Electronics,picked_up
TV-28142,Fairwind Apparel,in_transit
TV-28143,Northern Beverages Pty Ltd,in_transit
TV-28144,Eastlink Trading Co,in_transit
TV-28145,Sunrise Trading,delivered
TV-28146,Summit Textiles Co,in_transit
TV-28147,Ironbark Textiles Group,picked_up
TV-28148,Fairwind Logistics Co,delivered
TV-28149,Stonebridge Wholesale,picked_up
TV-28150,Northern Distribution Group,created
TV-28151,Highfield Distribution,delivered
TV-28152,Highfield Chemicals Group,created
TV-28153,Eastlink Retail,created
TV-28154,Lakeside Freight Group,in_transit
TV-28155,Blackwood Industrial,created
TV-28156,Riverside Foods,created
TV-28157,Silverline Electronics Co,delivered
TV-28158,Westgate Pharma Co,in_transit
TV-28159,Coastal Grocers Pty Ltd,picked_up
TV-28160,Fairwind Retail Co,created
TV-28161,Summit Chemicals,in_transit
TV-28162,Highfield Supplies Co,picked_up
TV-28163,Lakeside Foods,created
TV-28164,Lakeside Chemicals Co,created
TV-28165,Highfield Retail,delivered
TV-28166,Coastal Freight Pty Ltd,created
TV-28167,Harbour Industrial,in_transit
TV-28168,Fairwind Apparel,in_transit
TV-28169,Harbour Textiles Pty Ltd,in_transit
TV-28170,Sunrise Grocers,in_transit
TV-28171,Westgate Components,created
TV-28172,Stonebridge Apparel Group,in_transit
TV-28173,Parkview Wholesale,in_transit
TV-28174,Coastal Electronics,in_transit
TV-28175,Golden Textiles Pty Ltd,failed
TV-28176,Blackwood Logistics,created
TV-28177,Harbour Industrial,delivered
TV-28178,Redgum Freight,in_transit
TV-28179,Baywater Foods Holdings,in_transit
TV-28180,Highfield Retail Holdings,in_transit
TV-28181,Stonebridge Logistics Group,delivered
TV-28182,Redgum Industrial Group,in_transit
TV-28183,Sunrise Textiles Co,created
TV-28184,Stonebridge Logistics,delivered
TV-28185,Highfield Supplies,delivered
TV-28186,Eastlink Pharma Co,created
TV-28187,Parkview Wholesale Group,in_transit
TV-28188,Fairwind Retail Pty Ltd,created
TV-28189,Blackwood Trading Holdings,created
TV-28190,Westgate Electronics,in_transit
TV-28191,Eastlink Industrial,in_transit
TV-28192,Lakeside Trading,in_transit
TV-28193,Lakeside Supplies,picked_up
TV-28194,Blackwood Motors,in_transit
TV-28195,Westgate Packaging,picked_up
TV-28196,Stonebridge Wholesale,in_transit
TV-28197,Blackwood Logistics Pty Ltd,delivered
TV-28198,Blackwood Industrial,delivered
TV-28199,Northern Motors,picked_up
TV-28200,Harbour Pharma,picked_up
TV-28201,Harbour Apparel,delivered
TV-28202,Baywater Pharma Holdings,delivered
TV-28203,Blackwood Retail Co,in_transit
TV-28204,Baywater Components Pty Ltd,in_transit
TV-28205,Harbour Freight Group,in_transit
TV-28206,Coastal Textiles Pty Ltd,delivered
TV-28207,Eastlink Grocers Pty Ltd,in_transit
TV-28208,Eastlink Distribution,delivered
TV-28209,Fairwind Textiles,delivered
TV-28210,Redgum Hardware Holdings,picked_up
TV-28211,Summit Motors,created
TV-28212,Stonebridge Chemicals,in_transit
TV-28213,Parkview Electronics,picked_up
TV-28214,Baywater Components,created
TV-28215,Ironbark Freight,created
TV-28216,Riverside Textiles,in_transit
TV-28217,Northern Beverages,delivered
TV-28218,Eastlink Logistics,delivered
TV-28219,Redgum Components,picked_up
TV-28220,Fairwind Chemicals,in_transit
TV-28221,Lakeside Trading Group,picked_up
TV-28222,Harbour Beverages,in_transit
TV-28223,Kingsway Electronics Pty Ltd,in_transit
TV-28224,Coastal Textiles Group,created
TV-28225,Eastlink Apparel Holdings,created
TV-28226,Highfield Chemicals Group,in_transit
TV-28227,Summit Logistics,in_transit
TV-28228,Riverside Beverages,in_transit
TV-28229,Redgum Textiles,delivered
TV-28230,Harbour Grocers,created
TV-28231,Stonebridge Supplies Holdings,created
TV-28232,Summit Trading,in_transit
TV-28233,Baywater Apparel,in_transit
TV-28234,Parkview Hardware,delivered
TV-28235,Summit Wholesale,in_transit
TV-28236,Parkview Hardware Pty Ltd,created
TV-28237,Sunrise Electronics Co,delivered
TV-28238,Golden Freight Group,picked_up
TV-28239,Kingsway Trading,in_transit
TV-28240,Silverline Foods Co,created
TV-28241,Riverside Industrial,created
TV-28242,Summit Logistics Group,created
TV-28243,Coastal Logistics,created
TV-28244,Fairwind Motors,in_transit
TV-28245,Northern Freight,picked_up
TV-28246,Sunrise Pharma,delivered
TV-28247,Highfield Electronics Co,delivered
TV-28248,Silverline Retail,created
TV-28249,Westgate Textiles Pty Ltd,delivered
TV-28250,Harbour Trading,delivered
TV-28251,Northern Motors Group,delivered
TV-28252,Westgate Hardware,in_transit
TV-28253,Northern Industrial,created
TV-28254,Silverline Hardware Co,in_transit
TV-28255,Westgate Wholesale Co,created
TV-28256,Stonebridge Apparel,in_transit
TV-28257,Golden Components Pty Ltd,in_transit
TV-28258,Harbour Beverages,in_transit
TV-28259,Parkview Packaging Holdings,in_transit
TV-28260,Highfield Foods Pty Ltd,created
TV-28261,Blackwood Grocers,in_transit
TV-28262,Stonebridge Electronics Pty Ltd,in_transit
TV-28263,Fairwind Logistics Pty Ltd,in_transit
TV-28264,Highfield Components,picked_up
TV-28265,Redgum Foods,in_transit
TV-28266,Silverline Trading Group,delivered
TV-28267,Harbour Components,delivered
TV-28268,Golden Industrial,in_transit
TV-28269,Stonebridge Hardware Group,in_transit
TV-28270,Sunrise Grocers Co,failed
TV-28271,Blackwood Wholesale Group,created
TV-28272,Northern Components,created
TV-28273,Summit Apparel,delivered
TV-28274,Parkview Apparel,picked_up
TV-28275,Summit Motors Group,failed
TV-28276,Riverside Wholesale,in_transit
TV-28277,Lakeside Chemicals,in_transit
TV-28278,Eastlink Supplies,in_transit
TV-28279,Summit Logistics Group,picked_up
TV-28280,Northern Industrial,in_transit
TV-28281,Eastlink Packaging Pty Ltd,in_transit
TV-28282,Baywater Motors Co,in_transit
TV-28283,Northern Wholesale,delivered
TV-28284,Northern Grocers,delivered
TV-28285,Baywater Logistics,picked_up
TV-28286,Coastal Electronics,delivered
TV-28287,Blackwood Supplies Pty Ltd,picked_up
TV-28288,Westgate Trading,in_transit
TV-28289,Lakeside Motors,picked_up
TV-28290,Fairwind Distribution Co,in_transit
TV-28291,Sunrise Grocers Group,in_transit
TV-28292,Lakeside Wholesale Co,in_transit
TV-28293,Fairwind Apparel,delivered
TV-28294,Lakeside Trading Group,delivered
TV-28295,Redgum Wholesale Co,created
TV-28296,Sunrise Trading,picked_up
TV-28297,Riverside Trading,in_transit
TV-28298,Eastlink Wholesale,delivered
TV-28299,Blackwood Trading Group,delivered
TV-28300,Sunrise Supplies Pty Ltd,in_transit
TV-28301,Coastal Pharma,delivered
TV-28302,Fairwind Textiles,in_transit
TV-28303,Summit Distribution Pty Ltd,delivered
TV-28304,Fairwind Foods Pty Ltd,in_transit
TV-28305,Highfield Wholesale,in_transit
TV-28306,Lakeside Electronics,created
TV-28307,Blackwood Logistics Group,in_transit
TV-28308,Parkview Retail,delivered
TV-28309,Eastlink Apparel,picked_up
TV-28310,Highfield Distribution,delivered
TV-28311,Lakeside Motors,delivered
TV-28312,Silverline Industrial,picked_up
TV-28313,Harbour Packaging,in_transit
TV-28314,Westgate Motors,delivered
TV-28315,Westgate Supplies Group,delivered
TV-28316,Harbour Packaging,in_transit
TV-28317,Silverline Trading Co,in_transit
TV-28318,Golden Trading Holdings,created
TV-28319,Harbour Chemicals Co,delivered
TV-28320,Ironbark Apparel,created
TV-28321,Fairwind Hardware Holdings,created
TV-28322,Westgate Retail,picked_up
TV-28323,Westgate Trading,delivered
TV-28324,Golden Pharma Holdings,created
TV-28325,Harbour Motors,in_transit
TV-28326,Golden Logistics,created
TV-28327,Harbour Beverages Co,failed
TV-28328,Stonebridge Textiles Pty Ltd,created
TV-28329,Riverside Motors,in_transit
TV-28330,Highfield Wholesale,in_transit
TV-28331,Silverline Textiles Pty Ltd,picked_up
TV-28332,Harbour Apparel,created
TV-28333,Fairwind Distribution Holdings,created
TV-28334,Eastlink Pharma Group,in_transit
TV-28335,Coastal Hardware Co,delivered
TV-28336,Eastlink Electronics,created
TV-28337,Sunrise Apparel,in_transit
TV-28338,Golden Retail Pty Ltd,delivered
TV-28339,Summit Pharma,delivered
TV-28340,Ironbark Trading Holdings,in_transit
TV-28341,Eastlink Packaging Group,in_transit
TV-28342,Northern Apparel Co,created
TV-28343,Harbour Textiles Group,picked_up
TV-28344,Stonebridge Grocers Holdings,delivered
TV-28345,Redgum Beverages Holdings,in_transit
TV-28346,Silverline Pharma,failed
TV-28347,Sunrise Components Holdings,delivered
TV-28348,Westgate Grocers,picked_up
TV-28349,Fairwind Electronics Pty Ltd,in_transit
TV-28350,Northern Textiles Holdings,delivered
TV-28351,Westgate Chemicals,in_transit
TV-28352,Kingsway Electronics Holdings,delivered
TV-28353,Northern Industrial Holdings,in_transit
TV-28354,Highfield Freight,delivered
TV-28355,Summit Retail Group,in_transit
TV-28356,Westgate Apparel,picked_up
TV-28357,Blackwood Logistics,in_transit
TV-28358,Ironbark Grocers Pty Ltd,created
TV-28359,Sunrise Foods Pty Ltd,created
TV-28360,Kingsway Hardware Holdings,picked_up
TV-28361,Coastal Logistics,delivered
TV-28362,Summit Grocers,in_transit
TV-28363,Summit Beverages Holdings,in_transit
TV-28364,Lakeside Industrial,picked_up
TV-28365,Golden Industrial Co,in_transit
TV-28366,Eastlink Chemicals Co,delivered
TV-28367,Lakeside Textiles Co,created
TV-28368,Eastlink Pharma,in_transit
TV-28369,Ironbark Beverages Co,delivered
TV-28370,Golden Logistics,created
TV-28371,Lakeside Hardware,in_transit
TV-28372,Kingsway Foods,delivered
TV-28373,Redgum Supplies,failed
TV-28374,Coastal Hardware Group,delivered
TV-28375,Kingsway Motors,in_transit
TV-28376,Westgate Textiles,delivered
TV-28377,Highfield Supplies Pty Ltd,created
TV-28378,Silverline Beverages Holdings,delivered
TV-28379,Kingsway Textiles,in_transit
TV-28380,Fairwind Supplies,delivered
TV-28381,Eastlink Components Holdings,in_transit
TV-28382,Eastlink Motors Co,delivered
TV-28383,Baywater Beverages,delivered
TV-28384,Golden Distribution Co,delivered
TV-28385,Coastal Logistics Holdings,delivered
TV-28386,Blackwood Foods,in_transit
TV-28387,Golden Packaging Group,failed
TV-28388,Westgate Logistics Group,created
TV-28389,Fairwind Retail Co,picked_up
TV-28390,Blackwood Grocers Group,created
TV-28391,Blackwood Motors Group,delivered
TV-28392,Summit Textiles Co,delivered
TV-28393,Blackwood Components,delivered
TV-28394,Eastlink Electronics,in_transit
TV-28395,Riverside Freight Co,delivered
TV-28396,Stonebridge Logistics Co,delivered
TV-28397,Summit Foods Pty Ltd,created
TV-28398,Blackwood Beverages Co,delivered
TV-28399,Sunrise Beverages,created
TV-28400,Stonebridge Retail,picked_up
TV-28401,Baywater Freight Co,failed
TV-28402,Westgate Beverages,delivered
TV-28403,Lakeside Apparel,created
TV-28404,Northern Retail,created
TV-28405,Sunrise Electronics Pty Ltd,delivered
TV-28406,Fairwind Freight,picked_up
TV-28407,Ironbark Industrial Pty Ltd,delivered
TV-28408,Parkview Wholesale,picked_up
TV-28409,Eastlink Trading,delivered
TV-28410,Silverline Motors,in_transit
TV-28411,Summit Distribution,delivered
TV-28412,Golden Grocers Co,in_transit
TV-28413,Sunrise Chemicals,in_transit
TV-28414,Redgum Motors Co,in_transit
TV-28415,Westgate Motors,delivered
TV-28416,Blackwood Hardware,picked_up
TV-28417,Summit Electronics Group,delivered
TV-28418,Blackwood Foods Co,delivered
TV-28419,Blackwood Foods Pty Ltd,delivered
TV-28420,Coastal Beverages Group,in_transit
TV-28421,Redgum Logistics Holdings,failed
TV-28422,Northern Electronics,delivered
TV-28423,Stonebridge Pharma,created
TV-28424,Baywater Packaging Co,in_transit
TV-28425,Highfield Chemicals,created
TV-28426,Stonebridge Wholesale Pty Ltd,created
TV-28427,Highfield Beverages Holdings,in_transit
TV-28428,Stonebridge Textiles,picked_up
TV-28429,Kingsway Grocers,created
TV-28430,Redgum Grocers Co,in_transit
TV-28431,Summit Packaging Group,in_transit
TV-28432,Baywater Logistics,delivered
TV-28433,Sunrise Electronics Pty Ltd,in_transit
TV-28434,Silverline Hardware,picked_up
TV-28435,Fairwind Apparel Co,failed
TV-28436,Blackwood Textiles Co,picked_up
TV-28437,Lakeside Trading,created
TV-28438,Redgum Wholesale Pty Ltd,picked_up
TV-28439,Highfield Motors Co,delivered
TV-28440,Eastlink Trading Group,in_transit
TV-28441,Lakeside Supplies Co,created
TV-28442,Golden Hardware,created
TV-28443,Harbour Pharma Holdings,created
TV-28444,Kingsway Retail,picked_up
TV-28445,Ironbark Pharma Holdings,failed
TV-28446,Riverside Industrial Co,delivered
